id,leetcode_hours,leetcode_problems,team_size,experience,branch,gaming_hours,instagram_hours,social_skill_points,connections_among_seniors,connections_with_faculty,connections_among_juniors,have_freshman,all_freshman,gender_ratio,event_type,winner
035,8.0,37.0,4.0,beginner,CSE,7.0,6.0,11.0,,3.0,20.0,0.0,0.0,0.0,fun,0
036,0.0,62.0,2.0,beginner,ECE,0.0,6.0,65.0,10.0,10.0,17.0,0.0,0.0,1.0,hackathon,1
037,2.0,51.0,5.0,beginner,MM,8.0,6.0,69.0,5.0,2.0,7.0,1.0,1.0,0.8,sporting,0
038,2.0,21.0,1.0,beginner,ME,5.0,8.0,84.0,6.0,10.0,9.0,1.0,0.0,1.0,singing,0
039,1.0,49.0,2.0,intermediate,CSE,8.0,0.0,57.0,16.0,8.0,23.0,0.0,0.0,0.5,debate,0
040,4.0,72.0,5.0,intermediate,ECE,8.0,5.0,53.0,19.0,8.0,17.0,1.0,0.0,0.8,gaming,1
041,1.0,38.0,1.0,beginner,ECE,5.0,6.0,61.0,15.0,7.0,5.0,0.0,0.0,1.0,dance,0
042,0.0,33.0,4.0,beginner,EE,8.0,6.0,30.0,3.0,10.0,21.0,0.0,0.0,0.25,debate,1
043,0.0,20.0,5.0,beginner,EE,6.0,0.0,94.0,17.0,10.0,12.0,1.0,0.0,1.0,hackathon,1
044,,,2.0,beginner,ECE,0.0,0.0,72.0,0.0,4.0,15.0,1.0,1.0,0.5,contest,0
045,,,5.0,intermediate,MM,0.0,6.0,54.0,18.0,0.0,20.0,0.0,0.0,1.0,contest,1
046,0.0,22.0,1.0,intermediate,CE,8.0,0.0,75.0,1.0,5.0,21.0,1.0,0.0,1.0,debate,0
047,2.0,68.0,4.0,beginner,ECM,5.0,0.0,31.0,14.0,4.0,20.0,0.0,0.0,0.25,gaming,0
048,3.0,54.0,2.0,intermediate,CSE,6.0,0.0,68.0,5.0,0.0,23.0,0.0,0.0,0.0,gaming,0
049,3.0,54.0,,beginner,MM,19.0,0.0,5.0,19.0,7.0,4.0,0.0,0.0,1.0,hackathon,0
050,2.0,72.0,3.0,intermediate,EE,0.0,0.0,40.0,2.0,2.0,26.0,0.0,0.0,0.67,hackathon,0
051,1.0,41.0,3.0,expert,ME,5.0,5.0,44.0,4.0,8.0,11.0,1.0,1.0,0.0,hackathon,1
052,0.0,51.0,5.0,beginner,CSE,7.0,0.0,4.0,10.0,0.0,25.0,0.0,0.0,0.8,dance,1
053,6.0,53.0,4.0,expert,EE,7.0,0.0,34.0,13.0,7.0,1.0,1.0,1.0,0.0,debate,0
054,4.0,61.0,3.0,beginner,ECE,7.0,0.0,62.0,4.0,9.0,6.0,1.0,0.0,1.0,contest,0
055,0.0,37.0,4.0,beginner,CE,0.0,5.0,11.0,12.0,1.0,14.0,0.0,0.0,0.25,sporting,0
056,2.0,58.0,1.0,beginner,CSE,8.0,0.0,86.0,1.0,10.0,23.0,0.0,0.0,1.0,contest,0
057,1.0,59.0,5.0,beginner,PIE,6.0,5.0,59.0,8.0,6.0,2.0,0.0,0.0,0.6,contest,0
058,2.0,55.0,2.0,intermediate,ECE,8.0,0.0,44.0,5.0,2.0,29.0,0.0,0.0,0.5,other,0
059,7.0,90.0,3.0,intermediate,EE,5.0,0.0,82.0,0.0,3.0,16.0,1.0,0.0,1.0,sporting,0
060,2.0,69.0,5.0,beginner,CSE,6.0,7.0,48.0,9.0,4.0,22.0,1.0,0.0,1.0,gaming,0
061,2.0,62.0,4.0,intermediate,EE,5.0,7.0,21.0,2.0,0.0,4.0,1.0,1.0,0.0,contest,0
062,5.0,53.0,4.0,expert,CSE,0.0,0.0,48.0,7.0,10.0,8.0,1.0,0.0,0.25,hackathon,0
063,2.0,60.0,5.0,beginner,ECM,5.0,7.0,52.0,7.0,7.0,6.0,0.0,0.0,0.4,other,0
064,,,1.0,expert,ME,0.0,7.0,94.0,1.0,4.0,7.0,0.0,0.0,0.0,contest,0
065,1.0,19.0,3.0,beginner,CSE,7.0,7.0,39.0,19.0,6.0,26.0,1.0,1.0,1.0,other,0
066,1.0,58.0,5.0,expert,ECE,0.0,7.0,66.0,5.0,3.0,12.0,0.0,0.0,0.8,hackathon,0
067,2.0,30.0,5.0,beginner,ECM,5.0,7.0,79.0,3.0,3.0,25.0,0.0,0.0,1.0,debate,0
068,0.0,25.0,2.0,expert,ECM,0.0,8.0,5.0,11.0,9.0,12.0,1.0,0.0,0.0,hackathon,0
069,1.0,31.0,4.0,expert,CE,8.0,8.0,54.0,8.0,5.0,18.0,1.0,1.0,0.75,contest,0
070,3.0,52.0,1.0,beginner,CE,0.0,6.0,47.0,0.0,5.0,22.0,0.0,0.0,1.0,hackathon,0
071,0.0,22.0,5.0,expert,ME,5.0,0.0,72.0,19.0,8.0,25.0,1.0,1.0,0.0,dance,1
072,1.0,62.0,2.0,intermediate,EE,7.0,,39.0,6.0,3.0,,0.0,0.0,1.0,debate,0
073,0.0,68.0,2.0,beginner,ME,5.0,5.0,14.0,18.0,10.0,23.0,0.0,0.0,0.0,gaming,0
074,3.0,38.0,5.0,beginner,ECM,5.0,6.0,77.0,17.0,1.0,21.0,0.0,0.0,0.8,gaming,1
075,0.0,74.0,4.0,expert,MM,5.0,8.0,37.0,0.0,6.0,22.0,0.0,0.0,1.0,sporting,0
076,3.0,34.0,1.0,beginner,ECE,5.0,0.0,50.0,14.0,4.0,2.0,1.0,1.0,1.0,contest,0
077,1.0,69.0,3.0,intermediate,MM,0.0,0.0,80.0,3.0,3.0,4.0,0.0,0.0,0.0,hackathon,1
078,1.0,28.0,2.0,expert,CSE,7.0,6.0,5.0,19.0,10.0,9.0,1.0,1.0,1.0,hackathon,0
079,0.0,71.0,4.0,beginner,CSE,5.0,5.0,96.0,19.0,9.0,21.0,1.0,1.0,1.0,contest,1
080,2.0,55.0,3.0,beginner,EE,6.0,7.0,23.0,7.0,1.0,12.0,1.0,1.0,1.0,contest,0
081,3.0,40.0,4.0,beginner,ECE,6.0,6.0,44.0,20.0,9.0,3.0,0.0,0.0,1.0,hackathon,0
082,1.0,49.0,2.0,beginner,CSE,8.0,7.0,50.0,12.0,8.0,20.0,1.0,1.0,1.0,gaming,0
083,2.0,24.0,2.0,expert,CSE,0.0,0.0,73.0,20.0,10.0,7.0,1.0,0.0,0.5,hackathon,1
084,3.0,47.0,3.0,intermediate,ECE,6.0,6.0,61.0,3.0,3.0,18.0,0.0,0.0,1.0,sporting,0
085,2.0,52.0,5.0,beginner,CSE,0.0,7.0,79.0,16.0,0.0,24.0,1.0,1.0,0.4,contest,1
086,0.0,82.0,3.0,beginner,ME,7.0,6.0,44.0,98.0,4.0,11.0,1.0,1.0,1.0,dance,0
087,0.0,70.0,3.0,expert,CSE,0.0,8.0,59.0,7.0,8.0,17.0,1.0,0.0,0.33,debate,0
088,2.0,48.0,5.0,beginner,CSE,6.0,7.0,62.0,6.0,4.0,6.0,0.0,0.0,0.6,fun,0
089,5.0,45.0,5.0,beginner,ME,6.0,7.0,49.0,16.0,7.0,2.0,0.0,0.0,0.4,contest,0
090,6.0,104.0,3.0,beginner,ECE,8.0,6.0,42.0,12.0,1.0,0.0,1.0,1.0,0.33,contest,0
091,0.0,67.0,3.0,intermediate,ECE,6.0,6.0,61.0,19.0,0.0,28.0,0.0,0.0,0.67,gaming,0
092,1.0,38.0,4.0,beginner,ECM,0.0,7.0,36.0,0.0,0.0,2.0,1.0,0.0,0.5,dance,0
093,2.0,44.0,2.0,intermediate,ECM,6.0,0.0,11.0,14.0,0.0,24.0,1.0,1.0,0.5,dance,0
094,4.0,63.0,5.0,expert,ME,,7.0,54.0,57.0,1.0,24.0,0.0,0.0,0.0,gaming,0
095,4.0,51.0,5.0,beginner,PIE,0.0,0.0,57.0,5.0,4.0,4.0,1.0,0.0,0.8,hackathon,0
096,2.0,61.0,4.0,beginner,ECE,0.0,6.0,13.0,16.0,7.0,2.0,0.0,0.0,0.25,hackathon,0
097,0.0,62.0,1.0,beginner,MM,5.0,0.0,13.0,2.0,8.0,1.0,0.0,0.0,0.0,gaming,0
098,1.0,56.0,5.0,intermediate,MM,7.0,7.0,47.0,15.0,9.0,17.0,0.0,0.0,0.4,contest,0
099,5.0,54.0,5.0,beginner,ECE,0.0,0.0,87.0,1.0,7.0,26.0,0.0,0.0,1.0,sporting,1
100,,,4.0,expert,ME,11.0,0.0,50.0,20.0,9.0,3.0,0.0,0.0,0.0,other,0
101,6.0,62.0,2.0,beginner,CSE,5.0,7.0,28.0,1.0,6.0,1.0,1.0,0.0,1.0,other,0
102,0.0,20.0,,expert,CSE,0.0,8.0,86.0,5.0,2.0,29.0,0.0,0.0,0.0,dance,0
103,5.0,43.0,4.0,beginner,EE,0.0,0.0,57.0,3.0,1.0,3.0,1.0,0.0,0.0,singing,0
104,0.0,29.0,2.0,beginner,CSE,6.0,5.0,15.0,11.0,6.0,28.0,0.0,0.0,0.5,contest,0
105,3.0,48.0,2.0,beginner,ECE,6.0,6.0,62.0,14.0,6.0,28.0,0.0,0.0,1.0,hackathon,0
106,0.0,64.0,4.0,intermediate,CSE,6.0,7.0,70.0,19.0,5.0,18.0,0.0,0.0,0.0,other,1
107,0.0,45.0,5.0,intermediate,ME,7.0,8.0,45.0,7.0,8.0,16.0,0.0,0.0,0.4,debate,0
108,0.0,0.0,5.0,expert,ECM,8.0,0.0,64.0,14.0,8.0,29.0,1.0,1.0,0.4,gaming,0
109,0.0,86.0,1.0,beginner,ECM,0.0,8.0,66.0,10.0,0.0,7.0,1.0,0.0,0.0,gaming,1
110,0.0,42.0,3.0,expert,MM,0.0,0.0,56.0,18.0,7.0,8.0,0.0,0.0,0.33,contest,0
111,,,4.0,beginner,PIE,5.0,,45.0,0.0,8.0,12.0,1.0,0.0,0.25,gaming,0
112,0.0,27.0,2.0,expert,ECE,0.0,6.0,55.0,7.0,10.0,28.0,0.0,0.0,0.5,hackathon,0
113,6.0,57.0,2.0,beginner,CSE,8.0,6.0,37.0,15.0,3.0,5.0,0.0,0.0,0.0,gaming,0
114,,,1.0,beginner,ECE,0.0,8.0,38.0,12.0,8.0,12.0,1.0,0.0,1.0,contest,0
115,,,5.0,intermediate,CSE,8.0,0.0,29.0,5.0,1.0,18.0,0.0,0.0,1.0,debate,0
116,0.0,52.0,3.0,intermediate,CSE,0.0,5.0,81.0,19.0,4.0,3.0,,0.0,1.0,contest,1
117,2.0,65.0,2.0,intermediate,CSE,5.0,7.0,5.0,1.0,,3.0,0.0,0.0,0.5,hackathon,0
118,2.0,38.0,5.0,beginner,ECE,8.0,7.0,51.0,7.0,3.0,15.0,1.0,1.0,0.6,hackathon,0
119,1.0,75.0,2.0,beginner,ECE,7.0,5.0,30.0,14.0,7.0,6.0,0.0,0.0,1.0,hackathon,0
120,0.0,15.0,3.0,beginner,EE,5.0,5.0,72.0,11.0,7.0,3.0,0.0,0.0,1.0,sporting,0
121,0.0,59.0,3.0,expert,ECE,11.0,6.0,83.0,4.0,3.0,7.0,1.0,1.0,0.0,dance,0
122,0.0,67.0,1.0,expert,ECM,7.0,5.0,94.0,14.0,5.0,11.0,0.0,0.0,1.0,sporting,0
123,1.0,50.0,1.0,expert,CSE,7.0,5.0,69.0,16.0,2.0,13.0,1.0,0.0,0.0,sporting,0
124,1.0,82.0,3.0,beginner,ECE,0.0,0.0,59.0,17.0,6.0,11.0,0.0,0.0,0.67,hackathon,0
125,0.0,51.0,4.0,intermediate,PIE,8.0,0.0,48.0,7.0,5.0,4.0,1.0,0.0,0.5,hackathon,0
126,0.0,49.0,2.0,beginner,ECM,8.0,7.0,39.0,0.0,0.0,18.0,,0.0,1.0,sporting,0
127,,,2.0,intermediate,CE,6.0,0.0,9.0,12.0,8.0,20.0,0.0,0.0,0.5,other,0
128,3.0,59.0,5.0,beginner,ME,6.0,6.0,34.0,74.0,10.0,0.0,0.0,0.0,1.0,fun,0
129,0.0,29.0,1.0,expert,CSE,8.0,0.0,38.0,0.0,0.0,16.0,,1.0,1.0,dance,0
130,1.0,49.0,2.0,beginner,ME,6.0,6.0,84.0,10.0,6.0,5.0,0.0,0.0,0.0,debate,1
131,2.0,53.0,5.0,beginner,CE,7.0,7.0,65.0,10.0,2.0,14.0,1.0,1.0,0.6,hackathon,1
132,0.0,22.0,5.0,beginner,CSE,0.0,8.0,69.0,2.0,7.0,15.0,1.0,0.0,0.0,contest,0
133,0.0,35.0,5.0,expert,MM,8.0,6.0,64.0,12.0,6.0,30.0,1.0,0.0,0.2,other,0
134,0.0,18.0,4.0,expert,CSE,8.0,0.0,53.0,9.0,10.0,12.0,1.0,1.0,0.5,hackathon,0
135,1.0,50.0,1.0,beginner,CE,6.0,0.0,79.0,7.0,7.0,15.0,0.0,0.0,0.0,hackathon,0
136,1.0,32.0,3.0,expert,CE,8.0,0.0,40.0,0.0,6.0,17.0,0.0,0.0,0.33,hackathon,0
137,0.0,60.0,1.0,beginner,ECM,7.0,0.0,54.0,6.0,10.0,9.0,0.0,0.0,1.0,contest,1
138,0.0,39.0,1.0,intermediate,PIE,0.0,6.0,27.0,6.0,8.0,16.0,1.0,0.0,1.0,contest,0
139,0.0,70.0,4.0,expert,EE,0.0,0.0,,7.0,4.0,0.0,1.0,0.0,1.0,sporting,1
140,2.0,16.0,1.0,expert,CSE,7.0,8.0,17.0,20.0,7.0,5.0,1.0,0.0,0.0,hackathon,0
141,1.0,28.0,2.0,expert,CE,7.0,6.0,36.0,7.0,,11.0,0.0,0.0,0.5,gaming,0
142,0.0,52.0,1.0,beginner,ECE,0.0,7.0,59.0,16.0,7.0,19.0,0.0,0.0,1.0,fun,0
143,1.0,31.0,3.0,beginner,CSE,8.0,0.0,30.0,20.0,3.0,5.0,0.0,0.0,0.0,dance,0
144,0.0,58.0,5.0,beginner,ECE,8.0,0.0,61.0,,4.0,1.0,1.0,1.0,0.6,contest,0
145,8.0,13.0,4.0,beginner,CSE,0.0,0.0,51.0,4.0,3.0,9.0,0.0,0.0,0.75,hackathon,0
146,1.0,67.0,5.0,expert,ECM,7.0,6.0,49.0,8.0,4.0,2.0,1.0,0.0,0.0,gaming,0
147,1.0,32.0,4.0,expert,EE,6.0,8.0,39.0,13.0,0.0,13.0,0.0,0.0,0.0,hackathon,0
148,2.0,47.0,5.0,intermediate,MM,,6.0,58.0,13.0,3.0,17.0,1.0,1.0,0.6,gaming,0
149,0.0,40.0,3.0,intermediate,ECE,6.0,0.0,7.0,1.0,9.0,24.0,1.0,0.0,0.67,hackathon,0
150,1.0,43.0,3.0,beginner,CSE,0.0,0.0,23.0,0.0,3.0,3.0,0.0,0.0,1.0,contest,0
151,1.0,68.0,4.0,beginner,PIE,6.0,0.0,31.0,2.0,6.0,,0.0,0.0,0.75,hackathon,0
152,1.0,43.0,5.0,intermediate,MM,0.0,6.0,46.0,20.0,9.0,22.0,0.0,0.0,0.2,gaming,0
153,0.0,27.0,5.0,intermediate,CE,6.0,6.0,18.0,16.0,2.0,16.0,1.0,1.0,1.0,sporting,0
154,2.0,91.0,5.0,intermediate,ME,0.0,6.0,84.0,5.0,9.0,20.0,1.0,0.0,0.0,hackathon,1
155,20.0,35.0,2.0,expert,CSE,8.0,8.0,70.0,20.0,10.0,22.0,1.0,0.0,1.0,sporting,1
156,0.0,55.0,1.0,intermediate,EE,8.0,7.0,24.0,4.0,7.0,12.0,1.0,1.0,1.0,contest,0
157,0.0,61.0,1.0,expert,CSE,5.0,8.0,17.0,14.0,2.0,6.0,1.0,0.0,0.0,hackathon,1
158,0.0,73.0,5.0,intermediate,ECM,6.0,6.0,21.0,16.0,7.0,7.0,0.0,0.0,0.2,contest,0
159,0.0,80.0,1.0,beginner,ME,0.0,0.0,50.0,17.0,9.0,20.0,1.0,0.0,0.0,sporting,0
160,,,5.0,expert,CE,5.0,0.0,36.0,9.0,0.0,7.0,1.0,0.0,1.0,contest,0
161,0.0,54.0,4.0,intermediate,MM,18.0,0.0,32.0,11.0,2.0,13.0,1.0,0.0,0.75,hackathon,0
162,0.0,72.0,2.0,expert,ECE,5.0,0.0,22.0,6.0,6.0,11.0,1.0,1.0,1.0,contest,0
163,4.0,42.0,1.0,beginner,ECE,6.0,0.0,70.0,19.0,10.0,17.0,0.0,0.0,0.0,sporting,0
164,2.0,20.0,5.0,expert,ECM,0.0,6.0,66.0,18.0,6.0,28.0,0.0,0.0,0.2,debate,1
165,6.0,32.0,5.0,intermediate,CSE,0.0,7.0,78.0,2.0,0.0,3.0,1.0,1.0,1.0,hackathon,0
166,4.0,32.0,3.0,intermediate,EE,0.0,0.0,81.0,1.0,8.0,15.0,1.0,1.0,0.67,sporting,0
167,0.0,79.0,2.0,intermediate,ECM,6.0,0.0,40.0,18.0,4.0,25.0,0.0,0.0,1.0,singing,0
168,3.0,8.0,3.0,beginner,CSE,16.0,0.0,61.0,5.0,3.0,27.0,1.0,1.0,1.0,hackathon,0
169,,,2.0,beginner,ECE,7.0,8.0,61.0,18.0,0.0,30.0,0.0,0.0,0.5,hackathon,1
170,1.0,37.0,4.0,intermediate,CE,8.0,7.0,29.0,17.0,3.0,16.0,1.0,1.0,1.0,dance,0
171,9.0,62.0,4.0,beginner,MM,0.0,0.0,42.0,14.0,10.0,14.0,1.0,1.0,0.0,gaming,1
172,1.0,43.0,1.0,intermediate,ECE,16.0,6.0,19.0,12.0,10.0,16.0,1.0,0.0,0.0,sporting,0
173,7.0,83.0,3.0,expert,ECE,5.0,7.0,76.0,4.0,,16.0,0.0,0.0,0.67,hackathon,1
174,3.0,47.0,2.0,intermediate,ECE,8.0,6.0,24.0,5.0,8.0,21.0,1.0,0.0,0.0,sporting,0
175,1.0,43.0,4.0,expert,CSE,0.0,0.0,54.0,6.0,2.0,22.0,1.0,1.0,0.5,contest,0
176,0.0,57.0,2.0,expert,ECE,5.0,5.0,44.0,17.0,9.0,10.0,0.0,0.0,0.5,fun,1
177,1.0,27.0,2.0,intermediate,ECE,8.0,0.0,52.0,9.0,9.0,11.0,0.0,0.0,1.0,dance,0
178,2.0,75.0,5.0,beginner,CSE,6.0,5.0,,20.0,8.0,28.0,0.0,0.0,0.2,sporting,0
179,5.0,33.0,1.0,expert,CSE,5.0,0.0,96.0,1.0,5.0,13.0,1.0,1.0,1.0,gaming,0
180,,,2.0,intermediate,ECM,6.0,8.0,48.0,6.0,5.0,11.0,1.0,1.0,0.5,sporting,0
181,2.0,35.0,2.0,intermediate,CE,7.0,8.0,27.0,3.0,3.0,21.0,0.0,0.0,1.0,hackathon,0
182,0.0,59.0,5.0,beginner,PIE,,0.0,67.0,2.0,7.0,11.0,0.0,0.0,0.2,singing,0
183,0.0,113.0,4.0,beginner,EE,7.0,0.0,24.0,11.0,9.0,7.0,1.0,0.0,0.25,other,0
184,2.0,36.0,5.0,expert,CSE,8.0,7.0,19.0,19.0,5.0,11.0,1.0,1.0,0.4,sporting,0
185,1.0,27.0,3.0,beginner,CSE,6.0,7.0,49.0,10.0,4.0,3.0,0.0,0.0,0.0,debate,0
186,2.0,72.0,5.0,expert,ECE,0.0,0.0,21.0,4.0,8.0,,0.0,0.0,0.8,singing,0
187,3.0,54.0,5.0,beginner,MM,7.0,5.0,43.0,11.0,8.0,10.0,0.0,0.0,0.8,dance,0
188,1.0,64.0,2.0,beginner,ECE,6.0,7.0,34.0,0.0,4.0,2.0,1.0,0.0,0.0,hackathon,0
189,0.0,31.0,2.0,intermediate,ECM,0.0,7.0,45.0,10.0,10.0,2.0,1.0,0.0,0.0,hackathon,0
190,0.0,36.0,1.0,beginner,ECM,8.0,8.0,57.0,14.0,,2.0,1.0,0.0,0.0,singing,0
191,4.0,78.0,4.0,beginner,CSE,8.0,0.0,72.0,18.0,0.0,5.0,0.0,0.0,1.0,hackathon,1
192,0.0,87.0,4.0,expert,ECM,0.0,5.0,73.0,5.0,6.0,21.0,0.0,0.0,0.5,contest,1
193,2.0,60.0,2.0,intermediate,ECM,0.0,7.0,65.0,18.0,3.0,13.0,1.0,0.0,0.5,contest,1
194,0.0,15.0,3.0,intermediate,CSE,5.0,7.0,47.0,7.0,1.0,8.0,0.0,0.0,1.0,contest,0
195,0.0,61.0,1.0,beginner,CE,8.0,,68.0,20.0,4.0,15.0,0.0,0.0,1.0,hackathon,0
196,,,5.0,beginner,ECE,5.0,5.0,64.0,13.0,8.0,18.0,0.0,0.0,0.8,debate,1
197,3.0,92.0,3.0,beginner,ME,6.0,0.0,47.0,3.0,5.0,11.0,1.0,1.0,0.0,hackathon,1
198,2.0,58.0,2.0,beginner,CSE,0.0,,21.0,17.0,0.0,28.0,0.0,0.0,0.5,hackathon,0
199,1.0,45.0,3.0,expert,ECE,0.0,0.0,2.0,16.0,0.0,29.0,1.0,0.0,0.33,dance,0
200,5.0,40.0,5.0,intermediate,CSE,5.0,5.0,72.0,4.0,0.0,8.0,1.0,0.0,0.6,hackathon,0
201,5.0,70.0,1.0,intermediate,CSE,7.0,5.0,52.0,12.0,0.0,7.0,0.0,0.0,0.0,contest,0
202,1.0,66.0,5.0,intermediate,CSE,5.0,8.0,29.0,4.0,7.0,24.0,1.0,1.0,0.2,fun,0
203,3.0,52.0,2.0,beginner,ECE,0.0,6.0,55.0,18.0,7.0,19.0,1.0,1.0,1.0,sporting,0
204,3.0,16.0,1.0,intermediate,PIE,7.0,6.0,55.0,9.0,1.0,18.0,0.0,0.0,1.0,singing,0
205,3.0,69.0,4.0,beginner,MM,6.0,0.0,77.0,11.0,2.0,10.0,0.0,0.0,0.0,contest,1
206,1.0,39.0,5.0,beginner,ECE,6.0,5.0,30.0,,5.0,10.0,1.0,0.0,1.0,singing,0
207,0.0,26.0,5.0,beginner,CSE,0.0,6.0,42.0,11.0,8.0,30.0,0.0,0.0,0.2,hackathon,0
208,0.0,13.0,1.0,intermediate,MM,6.0,8.0,46.0,6.0,3.0,4.0,0.0,0.0,0.0,contest,0
209,6.0,30.0,5.0,expert,ECE,6.0,8.0,33.0,4.0,7.0,1.0,1.0,0.0,0.0,fun,0
210,5.0,80.0,4.0,intermediate,ECE,5.0,5.0,25.0,10.0,10.0,9.0,1.0,1.0,0.75,singing,0
211,0.0,32.0,5.0,beginner,EE,6.0,6.0,43.0,8.0,0.0,28.0,0.0,0.0,0.0,contest,0
212,1.0,20.0,4.0,beginner,CSE,5.0,0.0,77.0,18.0,2.0,9.0,1.0,1.0,0.5,hackathon,0
213,0.0,66.0,5.0,intermediate,ECE,6.0,0.0,17.0,0.0,7.0,28.0,1.0,0.0,0.4,contest,0
214,1.0,31.0,3.0,beginner,ME,5.0,0.0,38.0,20.0,7.0,27.0,1.0,1.0,0.0,hackathon,0
215,7.0,65.0,3.0,expert,ECE,5.0,6.0,28.0,10.0,6.0,27.0,1.0,0.0,0.33,gaming,0
216,,,2.0,beginner,MM,0.0,0.0,57.0,3.0,5.0,10.0,1.0,1.0,1.0,hackathon,0
217,0.0,35.0,3.0,intermediate,ME,8.0,0.0,26.0,3.0,6.0,12.0,0.0,0.0,0.67,contest,0
218,0.0,29.0,3.0,intermediate,ME,7.0,5.0,23.0,10.0,2.0,21.0,0.0,0.0,0.33,hackathon,0
219,1.0,78.0,4.0,intermediate,ME,0.0,6.0,67.0,2.0,2.0,17.0,,1.0,0.75,hackathon,1
220,3.0,39.0,3.0,beginner,CSE,5.0,8.0,75.0,4.0,8.0,30.0,0.0,0.0,1.0,gaming,0
